pickled dictionaries found in directory, loading them into memory ...
127200 test reviews.

File Classifications:
actors-5-10733.txt: positive
actors-5-10734.txt: neutral
actors-5-10735.txt: negative
actors-5-10736.txt: neutral
actors-5-10737.txt: positive
actors-5-1074.txt: positive
actors-5-10742.txt: positive
actors-5-10743.txt: positive
actors-5-10745.txt: positive
actors-5-10746.txt: neutral
actors-5-10748.txt: positive
actors-5-10749.txt: positive
actors-5-1075.txt: positive
actors-5-10751.txt: positive
actors-5-10752.txt: positive
actors-5-10756.txt: positive
actors-5-10757.txt: positive
actors-5-10758.txt: positive
actors-5-10759.txt: positive
actors-5-1076.txt: positive
actors-5-10760.txt: positive
actors-5-10762.txt: positive
actors-5-10763.txt: negative
actors-5-10765.txt: positive
actors-5-1077.txt: positive
actors-5-10773.txt: neutral
actors-5-10776.txt: negative
actors-5-10787.txt: positive
actors-5-10790.txt: positive
actors-5-10794.txt: negative
actors-5-10798.txt: negative
actors-5-108.txt: positive
actors-5-1080.txt: positive
actors-5-10800.txt: positive
actors-5-10801.txt: positive
actors-5-10803.txt: negative
actors-5-1081.txt: positive
actors-5-10811.txt: positive
actors-5-10815.txt: positive
actors-5-10816.txt: positive
actors-5-10818.txt: negative
actors-5-10819.txt: positive
actors-5-10820.txt: negative
actors-5-10821.txt: positive
actors-5-10822.txt: positive
actors-5-10824.txt: positive
actors-5-10825.txt: positive
actors-5-10829.txt: negative
actors-5-1083.txt: positive
actors-5-10830.txt: positive
actors-5-10831.txt: positive
actors-5-10832.txt: positive
actors-5-10833.txt: positive
actors-5-10836.txt: positive
actors-5-10837.txt: positive
actors-5-10838.txt: positive
actors-5-1084.txt: positive
actors-5-10840.txt: positive
actors-5-10843.txt: positive
actors-5-1085.txt: neutral
actors-5-10856.txt: negative
actors-5-1086.txt: positive
actors-5-10860.txt: positive
actors-5-10864.txt: positive
actors-5-10866.txt: positive
actors-5-10867.txt: positive
actors-5-1087.txt: positive
actors-5-10872.txt: positive
actors-5-10873.txt: positive
actors-5-10874.txt: positive
actors-5-10875.txt: positive
actors-5-10877.txt: positive
actors-5-10879.txt: positive
actors-5-1088.txt: positive
actors-5-10880.txt: positive
actors-5-10882.txt: positive
actors-5-10883.txt: positive
actors-5-10885.txt: positive
actors-5-10886.txt: positive
actors-5-10887.txt: positive
actors-5-10891.txt: positive
actors-5-10893.txt: positive
actors-5-10894.txt: positive
actors-5-10895.txt: positive
actors-5-10896.txt: positive
actors-5-10897.txt: positive
actors-5-10898.txt: positive
actors-5-109.txt: positive
actors-5-1090.txt: positive
actors-5-10903.txt: positive
actors-5-10905.txt: positive
actors-5-10906.txt: positive
actors-5-10909.txt: positive
actors-5-10910.txt: neutral
actors-5-10913.txt: negative
actors-5-10914.txt: negative
actors-5-10918.txt: positive
actors-5-10919.txt: positive
actors-5-10921.txt: positive
actors-5-10924.txt: positive
actors-5-10926.txt: positive
actors-5-10927.txt: positive
actors-5-10929.txt: positive
actors-5-10930.txt: positive
actors-5-10931.txt: positive
actors-5-10932.txt: positive
actors-5-10934.txt: neutral
actors-5-10935.txt: negative
actors-5-10937.txt: positive
actors-5-10939.txt: positive
actors-5-1094.txt: positive
actors-5-10940.txt: positive
actors-5-10941.txt: positive
actors-5-10942.txt: positive
actors-5-10943.txt: positive
actors-5-10944.txt: negative
actors-5-10946.txt: negative
actors-5-10947.txt: positive
actors-5-10948.txt: negative
actors-5-1095.txt: positive
actors-5-10951.txt: positive
actors-5-10952.txt: positive
actors-5-10954.txt: positive
actors-5-10955.txt: positive
actors-5-10956.txt: neutral
actors-5-10957.txt: positive
actors-5-10958.txt: neutral
actors-5-1096.txt: positive
actors-5-10962.txt: positive
actors-5-10963.txt: positive
actors-5-10964.txt: neutral
actors-5-10966.txt: positive
actors-5-10967.txt: positive
actors-5-10968.txt: positive
actors-5-10971.txt: positive
actors-5-10972.txt: positive
actors-5-10973.txt: positive
actors-5-10974.txt: positive
actors-5-10975.txt: negative
actors-5-10978.txt: positive
actors-5-1098.txt: positive
actors-5-10981.txt: positive
actors-5-10982.txt: positive
actors-5-10983.txt: neutral
actors-5-10985.txt: positive
actors-5-10986.txt: positive
actors-5-10989.txt: positive
actors-5-1099.txt: positive
actors-5-10991.txt: positive
actors-5-10996.txt: positive
actors-5-11.txt: positive
actors-5-110.txt: negative
actors-5-1100.txt: positive
actors-5-11006.txt: positive
actors-5-11009.txt: positive
actors-5-1101.txt: positive
actors-5-11011.txt: positive
actors-5-11014.txt: positive
actors-5-1102.txt: positive
actors-5-11020.txt: positive
actors-5-11021.txt: positive
actors-5-11022.txt: positive
actors-5-11025.txt: positive
actors-5-11028.txt: positive
actors-5-1103.txt: positive
actors-5-11031.txt: positive
actors-5-11033.txt: positive
actors-5-11034.txt: positive
actors-5-11037.txt: positive
actors-5-11039.txt: positive
actors-5-1104.txt: positive
actors-5-11040.txt: positive
actors-5-11043.txt: positive
actors-5-11044.txt: positive
actors-5-11045.txt: positive
actors-5-11046.txt: positive
actors-5-1105.txt: positive
actors-5-11051.txt: positive
actors-5-11054.txt: positive
actors-5-11055.txt: positive
actors-5-11056.txt: positive
actors-5-11058.txt: positive
actors-5-11059.txt: positive
actors-5-1106.txt: positive
actors-5-11062.txt: negative
actors-5-11063.txt: positive
actors-5-11065.txt: positive
actors-5-11067.txt: positive
actors-5-11068.txt: positive
actors-5-11069.txt: positive
actors-5-11070.txt: positive
actors-5-11071.txt: positive
actors-5-11074.txt: positive
actors-5-11077.txt: positive
actors-5-11079.txt: positive
actors-5-11082.txt: neutral
actors-5-11083.txt: positive
actors-5-11090.txt: positive
actors-5-11092.txt: positive
actors-5-11093.txt: neutral
actors-5-11094.txt: positive
actors-5-11099.txt: positive
actors-5-111.txt: positive
actors-5-1110.txt: positive
actors-5-11101.txt: positive
actors-5-11104.txt: positive
actors-5-11106.txt: positive
actors-5-11108.txt: positive
actors-5-1111.txt: positive
actors-5-11110.txt: positive
actors-5-11115.txt: positive
actors-5-11116.txt: positive
actors-5-1112.txt: negative
actors-5-11121.txt: positive
actors-5-11124.txt: negative
actors-5-11125.txt: positive
actors-5-11126.txt: positive
actors-5-11127.txt: negative
actors-5-11128.txt: negative
actors-5-11129.txt: positive
actors-5-1113.txt: positive
actors-5-11130.txt: positive
actors-5-11132.txt: positive
actors-5-11133.txt: neutral
actors-5-11136.txt: positive
actors-5-11137.txt: positive
actors-5-11138.txt: positive
actors-5-11140.txt: positive
actors-5-11141.txt: positive
actors-5-11143.txt: positive
actors-5-11145.txt: positive
actors-5-11146.txt: positive
actors-5-11148.txt: negative
actors-5-11149.txt: positive
actors-5-11150.txt: positive
actors-5-11152.txt: negative
actors-5-11154.txt: positive
actors-5-11159.txt: positive
actors-5-1116.txt: positive
actors-5-11160.txt: positive
actors-5-11165.txt: positive
actors-5-11166.txt: positive
actors-5-11169.txt: positive
actors-5-1117.txt: positive
actors-5-11170.txt: positive
actors-5-11171.txt: positive
actors-5-11172.txt: positive
actors-5-11173.txt: positive
actors-5-11174.txt: positive
actors-5-11175.txt: negative
actors-5-11176.txt: positive
actors-5-11177.txt: positive
actors-5-11179.txt: negative
actors-5-11180.txt: positive
actors-5-11184.txt: neutral
actors-5-11185.txt: positive
actors-5-11186.txt: positive
actors-5-11187.txt: positive
actors-5-11188.txt: positive
actors-5-11191.txt: positive
actors-5-11192.txt: positive
actors-5-11193.txt: positive
actors-5-11195.txt: negative
actors-5-112.txt: positive
actors-5-11202.txt: positive
actors-5-11210.txt: neutral
actors-5-11213.txt: positive
actors-5-11216.txt: positive
actors-5-11218.txt: positive
actors-5-1122.txt: positive
actors-5-11227.txt: positive
actors-5-1123.txt: positive
actors-5-11231.txt: positive
actors-5-11233.txt: positive
actors-5-11236.txt: positive
actors-5-11238.txt: negative
actors-5-1124.txt: positive
actors-5-11241.txt: positive
actors-5-11242.txt: positive
actors-5-1125.txt: positive
actors-5-11250.txt: positive
actors-5-11252.txt: positive
actors-5-11256.txt: positive
actors-5-11258.txt: positive
actors-5-1126.txt: positive
actors-5-11260.txt: positive
actors-5-11261.txt: positive
actors-5-11263.txt: neutral
actors-5-11266.txt: positive
actors-5-11268.txt: positive
actors-5-11269.txt: positive
actors-5-11270.txt: positive
actors-5-11274.txt: positive
actors-5-11276.txt: positive
actors-5-11277.txt: positive
actors-5-11278.txt: positive
actors-5-11279.txt: positive
actors-5-1128.txt: positive
actors-5-11286.txt: neutral
actors-5-11287.txt: positive
actors-5-11288.txt: neutral
actors-5-11289.txt: neutral
actors-5-11291.txt: positive
actors-5-11293.txt: positive
actors-5-11294.txt: positive
actors-5-11296.txt: positive
actors-5-11299.txt: positive
actors-5-113.txt: positive
actors-5-1130.txt: positive
actors-5-11300.txt: positive
actors-5-11301.txt: positive
actors-5-11302.txt: neutral
actors-5-11305.txt: negative
actors-5-11307.txt: positive
actors-5-11309.txt: positive
actors-5-1131.txt: positive
actors-5-11310.txt: positive
actors-5-11311.txt: positive
actors-5-11314.txt: positive
actors-5-11315.txt: positive
actors-5-11316.txt: negative
actors-5-11317.txt: positive
actors-5-11318.txt: positive
actors-5-11319.txt: positive
actors-5-1132.txt: positive
actors-5-11322.txt: positive
actors-5-11325.txt: neutral
actors-5-11326.txt: positive
actors-5-11327.txt: positive
actors-5-1133.txt: positive
actors-5-11336.txt: positive
actors-5-11339.txt: negative
actors-5-1134.txt: neutral
actors-5-11340.txt: positive
actors-5-11341.txt: positive
actors-5-11343.txt: positive
actors-5-11345.txt: positive
actors-5-11346.txt: positive
actors-5-11347.txt: positive
actors-5-11349.txt: positive
actors-5-1135.txt: positive
actors-5-11352.txt: positive
actors-5-11353.txt: negative
actors-5-11354.txt: positive
actors-5-11355.txt: positive
actors-5-11359.txt: positive
actors-5-1136.txt: positive
actors-5-11362.txt: positive
actors-5-11367.txt: positive
actors-5-11369.txt: positive
actors-5-1137.txt: positive
actors-5-11371.txt: positive
actors-5-11376.txt: positive
actors-5-11379.txt: positive
actors-5-1138.txt: positive
actors-5-11381.txt: positive
actors-5-11383.txt: negative
actors-5-11389.txt: positive
actors-5-11391.txt: negative
actors-5-11392.txt: positive
actors-5-11393.txt: positive
actors-5-11394.txt: positive
actors-5-11396.txt: positive
actors-5-11397.txt: positive
actors-5-11399.txt: positive
actors-5-114.txt: positive
actors-5-1140.txt: positive
actors-5-11403.txt: positive
actors-5-11404.txt: positive
actors-5-11406.txt: positive
actors-5-11407.txt: positive
actors-5-11408.txt: positive
actors-5-1141.txt: positive
actors-5-11410.txt: positive
actors-5-11411.txt: positive
actors-5-11413.txt: positive
actors-5-11414.txt: positive
actors-5-11415.txt: positive
actors-5-11416.txt: positive
actors-5-11417.txt: positive
actors-5-11418.txt: positive
actors-5-11419.txt: positive
actors-5-11421.txt: neutral
actors-5-11422.txt: positive
actors-5-11423.txt: positive
actors-5-11424.txt: positive
actors-5-11425.txt: positive
actors-5-11427.txt: positive
actors-5-11428.txt: positive
actors-5-11429.txt: positive
actors-5-1143.txt: positive
actors-5-11430.txt: positive
actors-5-11431.txt: positive
actors-5-11433.txt: positive
actors-5-11434.txt: neutral
actors-5-11435.txt: positive
actors-5-11436.txt: neutral
actors-5-11437.txt: neutral
actors-5-11438.txt: positive
actors-5-11439.txt: positive
actors-5-11441.txt: positive
actors-5-11443.txt: positive
actors-5-11445.txt: negative
actors-5-11449.txt: positive
actors-5-1145.txt: positive
actors-5-11452.txt: positive
actors-5-11455.txt: positive
actors-5-11456.txt: negative
actors-5-11461.txt: negative
actors-5-11463.txt: positive
actors-5-11472.txt: positive
actors-5-11475.txt: positive
actors-5-11476.txt: positive
actors-5-11477.txt: positive
actors-5-11484.txt: positive
actors-5-1149.txt: positive
actors-5-11490.txt: positive
actors-5-11492.txt: positive
actors-5-11495.txt: negative
actors-5-11497.txt: positive
actors-5-115.txt: positive
actors-5-11500.txt: neutral
actors-5-11501.txt: positive
actors-5-11503.txt: positive
actors-5-11505.txt: positive
actors-5-11510.txt: positive
actors-5-1152.txt: positive
actors-5-11520.txt: positive
actors-5-11521.txt: negative
actors-5-11523.txt: positive
actors-5-11524.txt: positive
actors-5-11525.txt: positive
actors-5-11526.txt: positive
actors-5-11527.txt: negative
actors-5-11528.txt: positive
actors-5-1154.txt: positive
actors-5-11548.txt: positive
actors-5-11550.txt: positive
actors-5-11555.txt: positive
actors-5-11557.txt: positive
actors-5-11559.txt: positive
actors-5-11560.txt: positive
actors-5-11563.txt: positive
actors-5-11565.txt: negative
actors-5-11568.txt: positive
actors-5-11569.txt: negative
actors-5-1157.txt: positive
actors-5-11572.txt: positive
actors-5-11573.txt: negative
actors-5-11574.txt: positive
actors-5-11575.txt: neutral
actors-5-11577.txt: neutral
actors-5-11578.txt: positive
actors-5-11580.txt: positive
actors-5-11582.txt: positive
actors-5-11585.txt: positive
actors-5-11589.txt: negative
actors-5-11590.txt: positive
actors-5-11591.txt: positive
actors-5-11592.txt: positive
actors-5-11594.txt: positive
actors-5-11595.txt: positive
actors-5-11596.txt: positive
actors-5-11598.txt: positive
actors-5-11599.txt: negative
actors-5-116.txt: positive
actors-5-1160.txt: positive
actors-5-11600.txt: positive
actors-5-11601.txt: negative
actors-5-11604.txt: positive
actors-5-11609.txt: positive
actors-5-1161.txt: negative
actors-5-11610.txt: positive
actors-5-11611.txt: positive
actors-5-11617.txt: positive
actors-5-1162.txt: positive
actors-5-11622.txt: positive
actors-5-11623.txt: positive
actors-5-11624.txt: positive
actors-5-11625.txt: positive
actors-5-11626.txt: negative
actors-5-1163.txt: positive
actors-5-11630.txt: positive
actors-5-11632.txt: positive
actors-5-11635.txt: positive
actors-5-11637.txt: positive
actors-5-11642.txt: neutral
actors-5-11644.txt: positive
actors-5-11645.txt: positive
actors-5-11648.txt: positive
actors-5-11649.txt: positive
actors-5-1165.txt: positive
actors-5-11650.txt: positive
actors-5-11651.txt: positive
actors-5-11652.txt: positive
actors-5-11656.txt: positive
actors-5-11657.txt: positive
actors-5-1166.txt: positive
actors-5-11662.txt: positive
actors-5-11663.txt: positive
actors-5-1167.txt: positive
actors-5-11670.txt: positive
actors-5-11671.txt: negative
actors-5-11676.txt: positive
actors-5-11677.txt: negative
actors-5-11686.txt: positive
actors-5-11687.txt: positive
actors-5-11688.txt: positive
actors-5-1169.txt: positive
actors-5-11691.txt: negative
actors-5-11692.txt: positive
actors-5-11693.txt: positive
actors-5-11694.txt: positive
actors-5-11695.txt: positive
actors-5-1170.txt: positive
actors-5-11700.txt: positive
actors-5-11702.txt: positive
actors-5-11703.txt: neutral
actors-5-11704.txt: positive
actors-5-11705.txt: positive
actors-5-11706.txt: positive
actors-5-11707.txt: positive
actors-5-11709.txt: positive
actors-5-11710.txt: positive
actors-5-11712.txt: positive
actors-5-11716.txt: positive
actors-5-11719.txt: positive
actors-5-11721.txt: positive
actors-5-11722.txt: positive
actors-5-11727.txt: negative
actors-5-11728.txt: positive
actors-5-11729.txt: positive
actors-5-1173.txt: positive
actors-5-11730.txt: positive
actors-5-11731.txt: positive
actors-5-11732.txt: negative
actors-5-11735.txt: positive
actors-5-1174.txt: positive
actors-5-11740.txt: positive
actors-5-11742.txt: positive
actors-5-11743.txt: positive
actors-5-11745.txt: positive
actors-5-11746.txt: negative
actors-5-1175.txt: positive
actors-5-11750.txt: negative
actors-5-11752.txt: positive
actors-5-11754.txt: positive
actors-5-11756.txt: negative
actors-5-11760.txt: positive
actors-5-11761.txt: positive
actors-5-11764.txt: negative
actors-5-11766.txt: positive
actors-5-1177.txt: positive
actors-5-11770.txt: positive
actors-5-11772.txt: neutral
actors-5-11773.txt: positive
actors-5-11776.txt: positive
actors-5-11778.txt: negative
actors-5-1178.txt: positive
actors-5-11781.txt: positive
actors-5-11782.txt: negative
actors-5-11783.txt: positive
actors-5-11784.txt: positive
actors-5-11785.txt: positive
actors-5-11787.txt: positive
actors-5-11788.txt: positive
actors-5-1179.txt: positive
actors-5-11790.txt: positive
actors-5-11795.txt: positive
actors-5-118.txt: positive
actors-5-1180.txt: positive
actors-5-11802.txt: neutral
actors-5-11803.txt: positive
actors-5-11805.txt: positive
actors-5-11808.txt: positive
actors-5-1181.txt: positive
actors-5-11810.txt: negative
actors-5-11811.txt: positive
actors-5-11813.txt: negative
actors-5-11814.txt: positive
actors-5-11816.txt: positive
actors-5-1182.txt: positive
actors-5-11820.txt: negative
actors-5-11824.txt: positive
actors-5-11825.txt: negative
actors-5-11827.txt: negative
actors-5-11829.txt: positive
actors-5-1183.txt: positive
actors-5-11830.txt: positive
actors-5-11831.txt: positive
actors-5-11833.txt: positive
actors-5-11839.txt: positive
actors-5-1184.txt: positive
actors-5-11844.txt: positive
actors-5-11847.txt: positive
actors-5-11848.txt: neutral
actors-5-11849.txt: positive
actors-5-1185.txt: neutral
actors-5-11850.txt: positive
actors-5-11852.txt: positive
actors-5-11855.txt: negative
actors-5-11856.txt: negative
actors-5-11857.txt: positive
actors-5-11858.txt: negative
actors-5-11859.txt: positive
actors-5-1186.txt: positive
actors-5-11860.txt: negative
actors-5-11862.txt: positive
actors-5-11864.txt: positive
actors-5-11865.txt: positive
actors-5-11866.txt: positive
actors-5-11867.txt: negative
actors-5-11870.txt: positive
actors-5-11871.txt: positive
actors-5-11873.txt: negative
actors-5-11874.txt: positive
actors-5-11875.txt: positive
actors-5-11876.txt: positive
actors-5-11879.txt: negative
actors-5-1188.txt: positive
actors-5-11881.txt: positive
actors-5-11882.txt: positive
actors-5-11884.txt: positive
actors-5-11885.txt: positive
actors-5-11886.txt: positive
actors-5-11887.txt: positive
actors-5-11889.txt: positive
actors-5-11890.txt: positive
actors-5-11891.txt: negative
actors-5-11892.txt: positive
actors-5-11893.txt: negative
actors-5-11895.txt: positive
actors-5-11896.txt: positive
actors-5-11898.txt: positive
actors-5-11899.txt: positive
actors-5-1190.txt: positive
actors-5-11901.txt: positive
actors-5-11903.txt: positive
actors-5-11905.txt: positive
actors-5-11906.txt: positive
actors-5-11908.txt: positive
actors-5-11910.txt: positive
actors-5-11912.txt: positive
actors-5-11914.txt: positive
actors-5-11916.txt: positive
actors-5-11917.txt: positive
actors-5-11918.txt: positive
actors-5-11919.txt: positive
actors-5-1192.txt: positive
actors-5-11921.txt: positive
actors-5-11922.txt: positive
actors-5-11923.txt: negative
actors-5-11924.txt: positive
actors-5-11925.txt: positive
actors-5-11926.txt: positive
actors-5-11927.txt: positive
actors-5-11930.txt: positive
actors-5-11931.txt: positive
actors-5-11932.txt: positive
actors-5-11933.txt: negative
actors-5-11934.txt: positive
actors-5-11935.txt: negative
actors-5-11937.txt: neutral
actors-5-11938.txt: positive
actors-5-11939.txt: positive
actors-5-11941.txt: negative
actors-5-11943.txt: positive
actors-5-11944.txt: positive
actors-5-11948.txt: positive
actors-5-11949.txt: positive
actors-5-11950.txt: positive
actors-5-11951.txt: positive
actors-5-11952.txt: positive
actors-5-11954.txt: positive
actors-5-11957.txt: positive
actors-5-11958.txt: positive
actors-5-1196.txt: positive
actors-5-11961.txt: positive
actors-5-11965.txt: positive
actors-5-1197.txt: negative
actors-5-11978.txt: positive
actors-5-11980.txt: neutral
actors-5-11981.txt: positive
actors-5-11983.txt: positive
actors-5-11986.txt: positive
actors-5-11988.txt: positive
actors-5-1199.txt: positive
actors-5-11991.txt: positive
actors-5-11998.txt: positive
actors-5-11999.txt: positive
actors-5-12.txt: positive
actors-5-120.txt: positive
actors-5-1200.txt: positive
actors-5-12000.txt: positive
actors-5-12002.txt: negative
actors-5-12003.txt: positive
actors-5-12004.txt: positive
actors-5-12007.txt: positive
actors-5-12010.txt: neutral
actors-5-12011.txt: positive
actors-5-12012.txt: positive
actors-5-12013.txt: positive
actors-5-12019.txt: positive
actors-5-1202.txt: positive
actors-5-12020.txt: positive
actors-5-12021.txt: positive
actors-5-12023.txt: negative
actors-5-12027.txt: positive
actors-5-12029.txt: positive
actors-5-12030.txt: positive
actors-5-12034.txt: positive
actors-5-12037.txt: positive
actors-5-12041.txt: positive
actors-5-12047.txt: positive
actors-5-12049.txt: positive
actors-5-1205.txt: positive
actors-5-12051.txt: positive
actors-5-12053.txt: positive
actors-5-1206.txt: positive
actors-5-12060.txt: positive
actors-5-12062.txt: positive
actors-5-12066.txt: negative
actors-5-12068.txt: positive
actors-5-12069.txt: positive
actors-5-1207.txt: positive
actors-5-12071.txt: positive
actors-5-12072.txt: positive
actors-5-12073.txt: positive
actors-5-12076.txt: neutral
actors-5-12077.txt: positive
actors-5-1208.txt: positive
actors-5-12080.txt: positive
actors-5-12085.txt: positive
actors-5-12086.txt: positive
actors-5-12087.txt: positive
actors-5-12088.txt: positive
actors-5-1209.txt: neutral
actors-5-12090.txt: positive
actors-5-12092.txt: positive
actors-5-121.txt: positive
actors-5-1210.txt: positive
actors-5-12100.txt: positive
actors-5-12104.txt: positive
actors-5-12105.txt: neutral
actors-5-12107.txt: positive
actors-5-12108.txt: positive
actors-5-1211.txt: positive
actors-5-12113.txt: positive
actors-5-12114.txt: neutral
actors-5-12115.txt: positive
actors-5-12118.txt: positive
actors-5-12119.txt: positive
actors-5-1212.txt: positive
actors-5-12120.txt: positive
actors-5-12122.txt: positive
actors-5-12124.txt: positive
actors-5-1213.txt: positive
actors-5-12135.txt: negative
actors-5-12138.txt: positive
actors-5-12139.txt: positive
actors-5-12141.txt: positive
actors-5-12143.txt: positive
actors-5-12145.txt: positive
actors-5-12149.txt: neutral
actors-5-12150.txt: positive
actors-5-12154.txt: positive
actors-5-12157.txt: positive
actors-5-1216.txt: positive
actors-5-12160.txt: positive
actors-5-12161.txt: negative
actors-5-12166.txt: positive
actors-5-12167.txt: positive
actors-5-12168.txt: negative
actors-5-1217.txt: positive
actors-5-12170.txt: negative
actors-5-12171.txt: neutral
actors-5-12172.txt: negative
actors-5-12173.txt: positive
actors-5-12174.txt: negative
actors-5-12175.txt: neutral
actors-5-12177.txt: positive
actors-5-12178.txt: neutral
actors-5-12179.txt: neutral
actors-5-1218.txt: positive
actors-5-12180.txt: negative
actors-5-12185.txt: positive
actors-5-12186.txt: positive
actors-5-1219.txt: positive
actors-5-12190.txt: positive
actors-5-12191.txt: positive
actors-5-12194.txt: positive
actors-5-12195.txt: positive
actors-5-122.txt: positive
actors-5-1220.txt: positive
actors-5-12204.txt: positive
actors-5-12205.txt: negative
actors-5-12206.txt: positive
actors-5-12209.txt: positive
actors-5-1221.txt: positive
actors-5-12210.txt: positive
actors-5-12212.txt: positive
actors-5-12217.txt: positive
actors-5-1222.txt: positive
actors-5-12223.txt: positive
actors-5-12226.txt: negative
actors-5-12227.txt: positive
actors-5-12229.txt: neutral
actors-5-12230.txt: positive
actors-5-12231.txt: positive
actors-5-12234.txt: negative
actors-5-12235.txt: positive
actors-5-12243.txt: positive
actors-5-12244.txt: negative
actors-5-12246.txt: positive
actors-5-12254.txt: negative
actors-5-12255.txt: negative
actors-5-12257.txt: positive
actors-5-1226.txt: positive
actors-5-12260.txt: negative
actors-5-12262.txt: positive
actors-5-12263.txt: positive
actors-5-12265.txt: negative
actors-5-12266.txt: positive
actors-5-12269.txt: negative
actors-5-1227.txt: positive
actors-5-12272.txt: positive
actors-5-12274.txt: positive
actors-5-12279.txt: positive
actors-5-1228.txt: positive
actors-5-12280.txt: negative
actors-5-12287.txt: positive
actors-5-1229.txt: positive
actors-5-12291.txt: positive
actors-5-12295.txt: negative
actors-5-12297.txt: negative
actors-5-123.txt: positive
actors-5-1230.txt: positive
actors-5-12300.txt: negative
actors-5-12301.txt: positive
actors-5-12304.txt: negative
actors-5-12309.txt: negative
actors-5-1231.txt: positive
actors-5-12310.txt: neutral
actors-5-12313.txt: positive
actors-5-12314.txt: positive
actors-5-12316.txt: negative
actors-5-12318.txt: positive
actors-5-1232.txt: positive
actors-5-12322.txt: neutral
actors-5-12323.txt: positive
actors-5-12324.txt: positive
actors-5-12326.txt: positive
actors-5-12327.txt: neutral
actors-5-12332.txt: negative
actors-5-12333.txt: positive
actors-5-12334.txt: positive
actors-5-12335.txt: positive
actors-5-12336.txt: neutral
actors-5-12337.txt: positive
actors-5-12338.txt: positive
actors-5-1234.txt: positive
actors-5-12341.txt: negative
actors-5-12343.txt: positive
actors-5-12345.txt: negative
actors-5-12346.txt: positive
actors-5-12347.txt: positive
actors-5-12348.txt: neutral
actors-5-12349.txt: negative
actors-5-1235.txt: negative
actors-5-12351.txt: negative
actors-5-12352.txt: negative
actors-5-12353.txt: positive
actors-5-12355.txt: positive
actors-5-12356.txt: positive
actors-5-12359.txt: positive
actors-5-1236.txt: positive
actors-5-12360.txt: positive
actors-5-12361.txt: positive
actors-5-12362.txt: negative
actors-5-12363.txt: negative
actors-5-12366.txt: negative
actors-5-12368.txt: positive
actors-5-12372.txt: positive
actors-5-12373.txt: positive
actors-5-12375.txt: negative
actors-5-12376.txt: positive
actors-5-12378.txt: positive
actors-5-1238.txt: positive
actors-5-12381.txt: negative
actors-5-12382.txt: negative
actors-5-12385.txt: negative
actors-5-12386.txt: positive
actors-5-12387.txt: positive
actors-5-1239.txt: positive
actors-5-12397.txt: positive
actors-5-12399.txt: positive
actors-5-124.txt: positive
actors-5-12400.txt: positive
actors-5-12401.txt: positive
actors-5-12402.txt: positive
actors-5-12403.txt: positive
actors-5-12404.txt: positive
actors-5-12405.txt: positive
actors-5-12406.txt: negative
actors-5-12407.txt: positive
actors-5-12408.txt: positive
actors-5-1241.txt: positive
actors-5-12411.txt: positive
actors-5-12413.txt: negative
actors-5-12414.txt: positive
actors-5-12415.txt: positive
actors-5-12416.txt: positive
actors-5-12417.txt: positive
actors-5-12418.txt: negative
actors-5-12421.txt: positive
actors-5-12422.txt: positive
actors-5-12423.txt: positive
actors-5-12424.txt: positive
actors-5-12425.txt: positive
actors-5-12426.txt: positive
actors-5-12427.txt: positive
actors-5-12433.txt: positive
actors-5-12435.txt: positive
actors-5-12436.txt: positive
actors-5-12437.txt: positive
actors-5-12438.txt: positive
actors-5-12439.txt: neutral
actors-5-1244.txt: positive
actors-5-12440.txt: positive
actors-5-12441.txt: positive
actors-5-12443.txt: positive
actors-5-12444.txt: positive
actors-5-12445.txt: positive
actors-5-12448.txt: positive
actors-5-12449.txt: positive
actors-5-12450.txt: positive
actors-5-12451.txt: positive
actors-5-12453.txt: positive
actors-5-12454.txt: positive
actors-5-12455.txt: positive
actors-5-12456.txt: negative
actors-5-12458.txt: positive
actors-5-12459.txt: positive
actors-5-12461.txt: neutral
actors-5-12462.txt: neutral
actors-5-12464.txt: positive
actors-5-12466.txt: negative
actors-5-12469.txt: positive
actors-5-1247.txt: positive
actors-5-12470.txt: positive
actors-5-12471.txt: negative
actors-5-12473.txt: positive
actors-5-12475.txt: positive
actors-5-12477.txt: positive
actors-5-12478.txt: positive
actors-5-12479.txt: positive
actors-5-1248.txt: positive
actors-5-12480.txt: negative
actors-5-12481.txt: positive
actors-5-12482.txt: positive
actors-5-12484.txt: negative
actors-5-1249.txt: positive
actors-5-12490.txt: positive
actors-5-12491.txt: neutral
actors-5-12493.txt: positive
actors-5-12494.txt: positive
actors-5-12495.txt: positive
actors-5-12496.txt: positive
actors-5-12497.txt: neutral
actors-5-12498.txt: positive
actors-5-12499.txt: positive
actors-5-125.txt: positive
actors-5-12501.txt: negative
actors-5-12502.txt: neutral
actors-5-12503.txt: positive
actors-5-12506.txt: positive
actors-5-12508.txt: positive
actors-5-12509.txt: positive
actors-5-12510.txt: positive
actors-5-12511.txt: positive
actors-5-12515.txt: positive
actors-5-12518.txt: positive
actors-5-12523.txt: positive
actors-5-12526.txt: positive
actors-5-12528.txt: positive
actors-5-12530.txt: positive
actors-5-12532.txt: positive
actors-5-12535.txt: positive
actors-5-12539.txt: positive
actors-5-1254.txt: positive
actors-5-12541.txt: positive
actors-5-12548.txt: negative
actors-5-12549.txt: positive
actors-5-1255.txt: positive
