pickled dictionaries found in directory, loading them into memory ...
20744 test reviews.

File Classifications:
movies-4-10726.txt: positive
movies-4-10730.txt: neutral
movies-4-10731.txt: positive
movies-4-10734.txt: positive
movies-4-10736.txt: positive
movies-4-10737.txt: positive
movies-4-10738.txt: positive
movies-4-10739.txt: positive
movies-4-10750.txt: positive
movies-4-10753.txt: positive
movies-4-10756.txt: positive
movies-4-10762.txt: negative
movies-4-10763.txt: positive
movies-4-10764.txt: positive
movies-4-10765.txt: positive
movies-4-10768.txt: positive
movies-4-10770.txt: positive
movies-4-10773.txt: positive
movies-4-10774.txt: negative
movies-4-10777.txt: negative
movies-4-10780.txt: positive
movies-4-10783.txt: negative
movies-4-10786.txt: positive
movies-4-10787.txt: positive
movies-4-10793.txt: positive
movies-4-10795.txt: neutral
movies-4-10802.txt: positive
movies-4-10806.txt: positive
movies-4-10813.txt: negative
movies-4-10814.txt: positive
movies-4-10825.txt: positive
movies-4-10826.txt: positive
movies-4-10830.txt: positive
movies-4-10832.txt: positive
movies-4-10833.txt: positive
movies-4-1084.txt: positive
movies-4-1085.txt: positive
movies-4-10858.txt: positive
movies-4-1086.txt: positive
movies-4-10860.txt: positive
movies-4-10862.txt: positive
movies-4-10863.txt: positive
movies-4-10866.txt: positive
movies-4-10867.txt: positive
movies-4-10879.txt: negative
movies-4-10894.txt: positive
movies-4-10895.txt: positive
movies-4-10896.txt: neutral
movies-4-10897.txt: positive
movies-4-10903.txt: positive
movies-4-10908.txt: positive
movies-4-10910.txt: positive
movies-4-10913.txt: positive
movies-4-10920.txt: negative
movies-4-10921.txt: positive
movies-4-10928.txt: positive
movies-4-10929.txt: positive
movies-4-10931.txt: positive
movies-4-10933.txt: positive
movies-4-10936.txt: positive
movies-4-10938.txt: positive
movies-4-10942.txt: positive
movies-4-10948.txt: positive
movies-4-10949.txt: positive
movies-4-10955.txt: negative
movies-4-10958.txt: positive
movies-4-10960.txt: positive
movies-4-10969.txt: positive
movies-4-1097.txt: neutral
movies-4-10978.txt: positive
movies-4-10990.txt: positive
movies-4-10993.txt: negative
movies-4-10994.txt: positive
movies-4-10995.txt: positive
movies-4-10996.txt: positive
movies-4-10997.txt: positive
movies-4-10999.txt: negative
movies-4-11001.txt: positive
movies-4-11003.txt: positive
movies-4-11005.txt: positive
movies-4-11006.txt: positive
movies-4-11008.txt: positive
movies-4-11011.txt: negative
movies-4-11015.txt: positive
movies-4-11017.txt: positive
movies-4-11024.txt: positive
movies-4-11026.txt: positive
movies-4-11027.txt: positive
movies-4-11029.txt: positive
movies-4-11031.txt: positive
movies-4-11035.txt: positive
movies-4-11039.txt: positive
movies-4-11041.txt: positive
movies-4-11043.txt: positive
movies-4-11047.txt: positive
movies-4-11051.txt: negative
movies-4-11052.txt: negative
movies-4-11056.txt: positive
movies-4-11066.txt: negative
movies-4-11073.txt: positive
movies-4-1108.txt: positive
movies-4-11088.txt: positive
movies-4-11094.txt: positive
movies-4-11097.txt: positive
movies-4-11098.txt: negative
movies-4-11103.txt: positive
movies-4-11106.txt: positive
movies-4-11113.txt: positive
movies-4-11114.txt: positive
movies-4-11115.txt: negative
movies-4-11123.txt: positive
movies-4-11124.txt: positive
movies-4-11125.txt: positive
movies-4-11127.txt: negative
movies-4-11137.txt: positive
movies-4-11143.txt: positive
movies-4-11146.txt: positive
movies-4-11147.txt: positive
movies-4-11153.txt: positive
movies-4-11175.txt: positive
movies-4-11181.txt: negative
movies-4-11189.txt: positive
movies-4-11190.txt: positive
movies-4-11192.txt: negative
movies-4-11198.txt: negative
movies-4-11203.txt: positive
movies-4-11208.txt: positive
movies-4-11209.txt: negative
movies-4-1121.txt: positive
movies-4-11213.txt: neutral
movies-4-11218.txt: positive
movies-4-11219.txt: negative
movies-4-11222.txt: positive
movies-4-11225.txt: neutral
movies-4-11226.txt: negative
movies-4-11227.txt: positive
movies-4-11229.txt: positive
movies-4-11235.txt: positive
movies-4-11236.txt: positive
movies-4-11237.txt: positive
movies-4-11243.txt: positive
movies-4-11248.txt: positive
movies-4-11254.txt: negative
movies-4-11257.txt: negative
movies-4-11259.txt: negative
movies-4-11260.txt: positive
movies-4-11263.txt: positive
movies-4-11264.txt: positive
movies-4-11269.txt: positive
movies-4-11273.txt: positive
movies-4-11277.txt: negative
movies-4-11279.txt: positive
movies-4-11283.txt: negative
movies-4-11285.txt: positive
movies-4-11288.txt: positive
movies-4-11290.txt: positive
movies-4-11291.txt: negative
movies-4-11293.txt: positive
movies-4-11294.txt: positive
movies-4-11298.txt: negative
movies-4-11302.txt: positive
movies-4-11310.txt: negative
movies-4-11312.txt: positive
movies-4-11319.txt: positive
movies-4-11321.txt: positive
movies-4-11325.txt: positive
movies-4-11327.txt: positive
movies-4-11328.txt: positive
movies-4-11333.txt: positive
movies-4-11334.txt: positive
movies-4-11336.txt: positive
movies-4-11339.txt: positive
movies-4-11353.txt: positive
movies-4-11354.txt: negative
movies-4-11358.txt: positive
movies-4-11359.txt: positive
movies-4-1136.txt: positive
movies-4-11366.txt: positive
movies-4-11368.txt: positive
movies-4-11370.txt: positive
movies-4-11371.txt: positive
movies-4-11372.txt: positive
movies-4-11375.txt: positive
movies-4-11380.txt: positive
movies-4-11381.txt: positive
movies-4-11384.txt: positive
movies-4-11385.txt: negative
movies-4-11392.txt: positive
movies-4-11398.txt: negative
movies-4-11402.txt: positive
movies-4-11403.txt: positive
movies-4-11404.txt: negative
movies-4-11405.txt: neutral
movies-4-11407.txt: positive
movies-4-11412.txt: positive
movies-4-11413.txt: positive
movies-4-11418.txt: positive
movies-4-11419.txt: positive
movies-4-11420.txt: negative
movies-4-11421.txt: positive
movies-4-11425.txt: positive
movies-4-11431.txt: positive
movies-4-11433.txt: negative
movies-4-11435.txt: positive
movies-4-11438.txt: positive
movies-4-1144.txt: positive
movies-4-11440.txt: negative
movies-4-11443.txt: neutral
movies-4-11448.txt: positive
movies-4-11457.txt: negative
movies-4-1146.txt: positive
movies-4-11467.txt: positive
movies-4-11473.txt: negative
movies-4-11481.txt: positive
movies-4-11500.txt: positive
movies-4-11504.txt: negative
movies-4-11507.txt: positive
movies-4-11509.txt: positive
movies-4-11523.txt: positive
movies-4-11526.txt: positive
movies-4-11527.txt: positive
movies-4-11528.txt: positive
movies-4-11529.txt: positive
movies-4-1154.txt: positive
movies-4-11540.txt: positive
movies-4-11549.txt: positive
movies-4-11551.txt: positive
movies-4-11560.txt: positive
movies-4-11567.txt: negative
movies-4-11577.txt: negative
movies-4-11581.txt: positive
movies-4-11583.txt: negative
movies-4-11584.txt: positive
movies-4-11586.txt: positive
movies-4-11587.txt: positive
movies-4-116.txt: positive
movies-4-11601.txt: positive
movies-4-11605.txt: negative
movies-4-11608.txt: positive
movies-4-11611.txt: positive
movies-4-11614.txt: positive
movies-4-11615.txt: positive
movies-4-11628.txt: negative
movies-4-11633.txt: positive
movies-4-11635.txt: positive
movies-4-11658.txt: positive
movies-4-11677.txt: positive
movies-4-11679.txt: positive
movies-4-11680.txt: positive
movies-4-11681.txt: neutral
movies-4-11685.txt: positive
movies-4-11691.txt: positive
movies-4-11692.txt: positive
movies-4-11699.txt: positive
movies-4-11701.txt: positive
movies-4-11706.txt: positive
movies-4-11708.txt: positive
movies-4-11710.txt: positive
movies-4-11711.txt: positive
movies-4-11713.txt: positive
movies-4-1172.txt: positive
movies-4-11728.txt: positive
movies-4-11729.txt: positive
movies-4-1173.txt: positive
movies-4-11735.txt: negative
movies-4-11736.txt: positive
movies-4-11741.txt: positive
movies-4-11750.txt: positive
movies-4-11753.txt: positive
movies-4-11755.txt: neutral
movies-4-11758.txt: positive
movies-4-11767.txt: neutral
movies-4-11769.txt: negative
movies-4-1177.txt: positive
movies-4-11772.txt: positive
movies-4-11778.txt: positive
movies-4-11790.txt: negative
movies-4-11796.txt: positive
movies-4-1180.txt: positive
movies-4-11800.txt: positive
movies-4-11803.txt: positive
movies-4-11816.txt: positive
movies-4-11821.txt: positive
movies-4-11822.txt: positive
movies-4-11829.txt: neutral
movies-4-11837.txt: positive
movies-4-11840.txt: negative
movies-4-11844.txt: positive
movies-4-11847.txt: negative
movies-4-11849.txt: positive
movies-4-11857.txt: negative
movies-4-11865.txt: positive
movies-4-1188.txt: positive
movies-4-11880.txt: positive
movies-4-11886.txt: positive
movies-4-11887.txt: positive
movies-4-11889.txt: positive
movies-4-11891.txt: neutral
movies-4-11895.txt: negative
movies-4-11896.txt: negative
movies-4-11897.txt: positive
movies-4-1191.txt: positive
movies-4-11912.txt: positive
movies-4-1192.txt: negative
movies-4-11920.txt: positive
movies-4-11923.txt: positive
movies-4-11925.txt: positive
movies-4-1193.txt: positive
movies-4-11931.txt: negative
movies-4-11943.txt: positive
movies-4-11950.txt: positive
movies-4-11954.txt: positive
movies-4-11964.txt: positive
movies-4-11972.txt: positive
movies-4-11973.txt: positive
movies-4-11974.txt: positive
movies-4-11994.txt: negative
movies-4-11995.txt: positive
movies-4-12000.txt: positive
movies-4-12005.txt: positive
movies-4-12008.txt: positive
movies-4-12010.txt: negative
movies-4-12031.txt: negative
movies-4-12037.txt: positive
movies-4-12038.txt: positive
movies-4-12059.txt: negative
movies-4-12060.txt: positive
movies-4-12073.txt: positive
movies-4-12077.txt: positive
movies-4-12078.txt: negative
movies-4-12083.txt: positive
movies-4-12085.txt: negative
movies-4-12086.txt: positive
movies-4-12106.txt: positive
movies-4-12107.txt: positive
movies-4-12110.txt: positive
movies-4-12119.txt: negative
movies-4-12136.txt: positive
movies-4-12140.txt: negative
movies-4-12147.txt: positive
movies-4-12159.txt: positive
movies-4-12160.txt: negative
movies-4-12168.txt: positive
movies-4-12177.txt: positive
movies-4-12181.txt: positive
movies-4-12189.txt: neutral
movies-4-12198.txt: positive
movies-4-12217.txt: positive
movies-4-12249.txt: positive
movies-4-12252.txt: negative
movies-4-12253.txt: positive
movies-4-12273.txt: negative
movies-4-12289.txt: positive
movies-4-1229.txt: positive
movies-4-12314.txt: positive
movies-4-12319.txt: positive
movies-4-12324.txt: positive
movies-4-12327.txt: positive
movies-4-12335.txt: neutral
movies-4-12338.txt: positive
movies-4-12345.txt: positive
movies-4-12347.txt: positive
movies-4-12348.txt: positive
movies-4-12350.txt: positive
movies-4-12352.txt: positive
movies-4-12353.txt: positive
movies-4-12354.txt: positive
movies-4-12355.txt: negative
movies-4-12356.txt: positive
movies-4-12359.txt: positive
movies-4-12360.txt: positive
movies-4-12364.txt: positive
movies-4-12366.txt: negative
movies-4-12367.txt: negative
movies-4-12373.txt: negative
movies-4-12374.txt: positive
movies-4-12390.txt: positive
movies-4-12393.txt: positive
movies-4-12397.txt: positive
movies-4-12399.txt: negative
movies-4-12401.txt: positive
movies-4-12403.txt: negative
movies-4-12404.txt: positive
movies-4-12405.txt: positive
movies-4-12406.txt: positive
movies-4-12409.txt: negative
movies-4-12410.txt: positive
movies-4-12415.txt: positive
movies-4-12423.txt: positive
movies-4-12424.txt: positive
movies-4-12429.txt: positive
movies-4-12431.txt: positive
movies-4-12432.txt: positive
movies-4-12434.txt: positive
movies-4-12439.txt: positive
movies-4-12440.txt: positive
movies-4-12454.txt: positive
movies-4-12455.txt: positive
movies-4-12460.txt: positive
movies-4-12461.txt: positive
movies-4-12463.txt: neutral
movies-4-12464.txt: positive
movies-4-12465.txt: positive
movies-4-12466.txt: positive
movies-4-12468.txt: negative
movies-4-12470.txt: positive
movies-4-12471.txt: positive
movies-4-12473.txt: positive
movies-4-12474.txt: positive
movies-4-12477.txt: negative
movies-4-12479.txt: positive
movies-4-12480.txt: positive
movies-4-12481.txt: positive
movies-4-12485.txt: positive
movies-4-12486.txt: positive
movies-4-12492.txt: positive
movies-4-12496.txt: negative
movies-4-12497.txt: positive
movies-4-12499.txt: neutral
movies-4-1250.txt: neutral
movies-4-12504.txt: positive
movies-4-12510.txt: positive
movies-4-12519.txt: negative
movies-4-12525.txt: positive
movies-4-12530.txt: positive
movies-4-12534.txt: positive
movies-4-12535.txt: positive
movies-4-12540.txt: positive
movies-4-12542.txt: positive
movies-4-12544.txt: neutral
movies-4-12547.txt: positive
movies-4-12548.txt: positive
movies-4-12563.txt: negative
movies-4-12566.txt: positive
movies-4-12579.txt: positive
movies-4-12583.txt: positive
movies-4-12594.txt: positive
movies-4-12597.txt: positive
movies-4-12598.txt: positive
movies-4-12599.txt: negative
movies-4-12604.txt: positive
movies-4-12626.txt: positive
movies-4-12632.txt: positive
movies-4-12637.txt: positive
movies-4-12638.txt: negative
movies-4-12639.txt: positive
movies-4-12640.txt: positive
movies-4-12647.txt: neutral
movies-4-12655.txt: positive
movies-4-12673.txt: positive
movies-4-12704.txt: positive
movies-4-12707.txt: negative
movies-4-12713.txt: positive
movies-4-12714.txt: negative
movies-4-12720.txt: negative
movies-4-12722.txt: negative
movies-4-12726.txt: positive
movies-4-12734.txt: neutral
movies-4-12737.txt: positive
movies-4-1274.txt: positive
movies-4-12749.txt: negative
movies-4-12758.txt: positive
movies-4-12759.txt: negative
movies-4-1276.txt: positive
movies-4-12766.txt: positive
movies-4-12770.txt: negative
movies-4-12773.txt: negative
movies-4-12778.txt: negative
movies-4-12783.txt: negative
movies-4-12787.txt: positive
movies-4-12792.txt: negative
movies-4-12802.txt: negative
movies-4-12811.txt: positive
movies-4-12812.txt: positive
movies-4-12813.txt: negative
movies-4-12833.txt: positive
movies-4-12837.txt: negative
movies-4-12839.txt: positive
movies-4-12841.txt: positive
movies-4-12858.txt: positive
movies-4-12859.txt: positive
movies-4-12866.txt: positive
movies-4-1287.txt: positive
movies-4-12871.txt: positive
movies-4-12888.txt: positive
movies-4-12889.txt: positive
movies-4-129.txt: positive
movies-4-12913.txt: positive
movies-4-12929.txt: positive
movies-4-12942.txt: positive
movies-4-12977.txt: positive
movies-4-12980.txt: positive
movies-4-12988.txt: positive
movies-4-12989.txt: positive
movies-4-1299.txt: positive
movies-4-1301.txt: positive
movies-4-13024.txt: negative
movies-4-13032.txt: positive
movies-4-13050.txt: positive
movies-4-13055.txt: positive
movies-4-13057.txt: positive
movies-4-13061.txt: negative
movies-4-1307.txt: positive
movies-4-1308.txt: negative
movies-4-13083.txt: positive
movies-4-13087.txt: positive
movies-4-1309.txt: positive
movies-4-13090.txt: positive
movies-4-13091.txt: positive
movies-4-13094.txt: negative
movies-4-13096.txt: positive
movies-4-13098.txt: positive
movies-4-13119.txt: positive
movies-4-1313.txt: negative
movies-4-13165.txt: positive
movies-4-13167.txt: positive
movies-4-13176.txt: positive
movies-4-13190.txt: positive
movies-4-13191.txt: positive
movies-4-13197.txt: positive
movies-4-13205.txt: positive
movies-4-13215.txt: positive
movies-4-13217.txt: positive
movies-4-13228.txt: positive
movies-4-13240.txt: positive
movies-4-13248.txt: positive
movies-4-1325.txt: negative
movies-4-13253.txt: positive
movies-4-13254.txt: positive
movies-4-13255.txt: positive
movies-4-13261.txt: positive
movies-4-13267.txt: neutral
movies-4-13269.txt: positive
movies-4-13272.txt: positive
movies-4-13282.txt: positive
movies-4-13299.txt: positive
movies-4-1330.txt: positive
movies-4-13301.txt: positive
movies-4-13307.txt: positive
movies-4-13310.txt: positive
movies-4-13314.txt: positive
movies-4-13317.txt: positive
movies-4-13321.txt: neutral
movies-4-13339.txt: positive
movies-4-13377.txt: positive
movies-4-13388.txt: positive
movies-4-13390.txt: positive
movies-4-13392.txt: negative
movies-4-134.txt: positive
movies-4-1340.txt: positive
movies-4-13402.txt: positive
movies-4-13410.txt: positive
movies-4-13418.txt: positive
movies-4-13422.txt: positive
movies-4-13433.txt: positive
movies-4-13448.txt: positive
movies-4-13449.txt: positive
movies-4-13454.txt: positive
movies-4-13476.txt: positive
movies-4-13487.txt: positive
movies-4-13490.txt: positive
movies-4-13497.txt: positive
movies-4-13503.txt: positive
movies-4-13510.txt: positive
movies-4-13518.txt: positive
movies-4-13519.txt: positive
movies-4-13526.txt: positive
movies-4-13532.txt: positive
movies-4-13533.txt: negative
movies-4-13535.txt: positive
movies-4-13537.txt: negative
movies-4-13548.txt: positive
movies-4-1355.txt: positive
movies-4-13554.txt: positive
movies-4-13575.txt: positive
movies-4-13583.txt: positive
movies-4-13587.txt: positive
movies-4-13588.txt: positive
movies-4-13589.txt: positive
movies-4-13592.txt: positive
movies-4-13595.txt: positive
movies-4-1360.txt: positive
movies-4-13613.txt: positive
movies-4-13620.txt: positive
movies-4-13622.txt: positive
movies-4-13637.txt: negative
movies-4-13643.txt: positive
movies-4-13649.txt: positive
movies-4-13651.txt: positive
movies-4-13652.txt: positive
movies-4-13656.txt: positive
movies-4-13667.txt: positive
movies-4-13683.txt: positive
movies-4-13684.txt: positive
movies-4-13688.txt: positive
movies-4-13693.txt: positive
movies-4-13696.txt: positive
movies-4-1370.txt: positive
movies-4-13701.txt: positive
movies-4-13702.txt: positive
movies-4-13703.txt: positive
movies-4-13704.txt: positive
movies-4-13713.txt: positive
movies-4-13717.txt: positive
movies-4-13718.txt: positive
movies-4-1372.txt: positive
movies-4-13722.txt: positive
movies-4-13737.txt: positive
movies-4-13753.txt: negative
movies-4-13754.txt: positive
movies-4-13755.txt: positive
movies-4-13757.txt: positive
movies-4-1376.txt: positive
movies-4-13764.txt: positive
movies-4-13782.txt: positive
movies-4-13786.txt: positive
movies-4-13789.txt: positive
movies-4-1379.txt: neutral
movies-4-13793.txt: positive
movies-4-1380.txt: positive
movies-4-13802.txt: positive
movies-4-13806.txt: negative
movies-4-13808.txt: negative
movies-4-13810.txt: negative
movies-4-13811.txt: positive
movies-4-13813.txt: positive
movies-4-13817.txt: positive
movies-4-13830.txt: positive
movies-4-1384.txt: positive
movies-4-13842.txt: positive
movies-4-13846.txt: negative
movies-4-1385.txt: positive
movies-4-13854.txt: positive
movies-4-13861.txt: neutral
movies-4-13872.txt: positive
movies-4-13875.txt: negative
movies-4-13876.txt: neutral
movies-4-13882.txt: positive
movies-4-1389.txt: positive
movies-4-13899.txt: positive
movies-4-13909.txt: positive
movies-4-1391.txt: negative
movies-4-13912.txt: positive
movies-4-13929.txt: positive
movies-4-13932.txt: positive
movies-4-13938.txt: positive
movies-4-13946.txt: positive
movies-4-1395.txt: positive
movies-4-13952.txt: positive
movies-4-13954.txt: positive
movies-4-13966.txt: positive
movies-4-13968.txt: positive
movies-4-13971.txt: positive
movies-4-13987.txt: positive
movies-4-13993.txt: positive
movies-4-13996.txt: positive
movies-4-13998.txt: positive
movies-4-14.txt: positive
movies-4-140.txt: positive
movies-4-14000.txt: positive
movies-4-14001.txt: positive
movies-4-14005.txt: positive
movies-4-14008.txt: positive
movies-4-1402.txt: positive
movies-4-14024.txt: positive
movies-4-14025.txt: positive
movies-4-14026.txt: negative
movies-4-1403.txt: positive
movies-4-14032.txt: positive
movies-4-14039.txt: positive
movies-4-14041.txt: positive
movies-4-1405.txt: positive
movies-4-14050.txt: positive
movies-4-14053.txt: positive
movies-4-14054.txt: positive
movies-4-14057.txt: positive
movies-4-1406.txt: positive
movies-4-14062.txt: positive
movies-4-14075.txt: positive
movies-4-14076.txt: positive
movies-4-14080.txt: positive
movies-4-14083.txt: positive
movies-4-14087.txt: positive
movies-4-14088.txt: positive
movies-4-14090.txt: positive
movies-4-14092.txt: positive
movies-4-14094.txt: negative
movies-4-14095.txt: positive
movies-4-14099.txt: positive
movies-4-14101.txt: positive
movies-4-14102.txt: positive
movies-4-14103.txt: positive
movies-4-14108.txt: negative
movies-4-14110.txt: positive
movies-4-14111.txt: positive
movies-4-14117.txt: neutral
movies-4-14118.txt: positive
movies-4-14126.txt: positive
movies-4-1413.txt: negative
movies-4-14130.txt: positive
movies-4-14131.txt: positive
movies-4-14136.txt: positive
movies-4-14137.txt: negative
movies-4-14139.txt: positive
movies-4-14141.txt: positive
movies-4-14147.txt: negative
movies-4-14151.txt: positive
movies-4-14154.txt: positive
movies-4-14157.txt: positive
movies-4-14169.txt: positive
movies-4-1417.txt: positive
movies-4-14172.txt: positive
movies-4-14174.txt: positive
movies-4-14176.txt: positive
movies-4-14178.txt: positive
movies-4-14180.txt: positive
movies-4-14182.txt: positive
movies-4-14188.txt: positive
movies-4-14189.txt: negative
movies-4-14194.txt: positive
movies-4-14198.txt: positive
movies-4-14206.txt: positive
movies-4-14207.txt: positive
movies-4-14215.txt: positive
movies-4-14217.txt: neutral
movies-4-14222.txt: positive
movies-4-14223.txt: positive
movies-4-14226.txt: positive
movies-4-14232.txt: positive
movies-4-14235.txt: neutral
movies-4-14240.txt: positive
movies-4-14242.txt: positive
movies-4-14243.txt: positive
movies-4-1425.txt: positive
movies-4-14250.txt: positive
movies-4-14252.txt: positive
movies-4-14263.txt: positive
movies-4-14264.txt: positive
movies-4-14265.txt: positive
movies-4-14266.txt: positive
movies-4-14267.txt: positive
movies-4-14282.txt: positive
movies-4-14288.txt: neutral
movies-4-14290.txt: positive
movies-4-14294.txt: positive
movies-4-14300.txt: positive
movies-4-14308.txt: positive
movies-4-14324.txt: positive
movies-4-14325.txt: positive
movies-4-14329.txt: positive
movies-4-14330.txt: positive
movies-4-14333.txt: positive
movies-4-14334.txt: positive
movies-4-14335.txt: positive
movies-4-14337.txt: positive
movies-4-14338.txt: negative
movies-4-14342.txt: positive
movies-4-14357.txt: positive
movies-4-14359.txt: positive
movies-4-14361.txt: positive
movies-4-14365.txt: positive
movies-4-14366.txt: negative
movies-4-14368.txt: positive
movies-4-14375.txt: neutral
movies-4-14380.txt: positive
movies-4-14383.txt: negative
movies-4-14385.txt: positive
movies-4-14387.txt: positive
movies-4-14390.txt: positive
movies-4-14395.txt: positive
movies-4-14397.txt: positive
movies-4-14400.txt: positive
movies-4-14403.txt: negative
movies-4-14408.txt: positive
movies-4-14411.txt: positive
movies-4-14412.txt: positive
movies-4-14413.txt: positive
movies-4-14415.txt: positive
movies-4-14417.txt: positive
movies-4-14418.txt: positive
movies-4-14426.txt: positive
movies-4-14432.txt: positive
movies-4-14433.txt: positive
movies-4-14434.txt: positive
movies-4-14437.txt: positive
movies-4-14445.txt: positive
movies-4-14454.txt: positive
movies-4-14456.txt: positive
movies-4-14461.txt: positive
movies-4-1447.txt: positive
movies-4-14473.txt: positive
movies-4-14476.txt: positive
movies-4-1448.txt: positive
movies-4-14481.txt: positive
movies-4-14484.txt: positive
movies-4-14486.txt: positive
movies-4-14487.txt: positive
movies-4-14488.txt: positive
movies-4-14490.txt: positive
movies-4-14495.txt: positive
movies-4-14496.txt: negative
movies-4-14501.txt: positive
movies-4-14512.txt: positive
movies-4-14514.txt: positive
movies-4-14516.txt: positive
movies-4-14517.txt: positive
movies-4-14518.txt: positive
movies-4-14519.txt: positive
movies-4-14527.txt: positive
movies-4-1453.txt: negative
movies-4-14535.txt: positive
movies-4-14536.txt: positive
movies-4-1454.txt: positive
movies-4-14540.txt: positive
movies-4-14542.txt: positive
movies-4-14543.txt: positive
movies-4-14549.txt: negative
movies-4-14551.txt: positive
movies-4-14553.txt: positive
movies-4-14559.txt: negative
movies-4-14561.txt: positive
movies-4-14565.txt: negative
movies-4-14569.txt: positive
movies-4-14572.txt: positive
movies-4-14573.txt: positive
movies-4-14575.txt: positive
movies-4-14581.txt: positive
movies-4-14582.txt: neutral
movies-4-14587.txt: negative
movies-4-1459.txt: negative
movies-4-14596.txt: positive
movies-4-14598.txt: positive
movies-4-1460.txt: positive
movies-4-1461.txt: positive
movies-4-14616.txt: negative
movies-4-1462.txt: positive
movies-4-14621.txt: positive
movies-4-14631.txt: positive
movies-4-14635.txt: positive
movies-4-14661.txt: positive
movies-4-14663.txt: negative
movies-4-14667.txt: positive
movies-4-14668.txt: positive
movies-4-14669.txt: positive
movies-4-1467.txt: positive
movies-4-14671.txt: positive
movies-4-14674.txt: positive
movies-4-14675.txt: positive
movies-4-14680.txt: positive
movies-4-14681.txt: positive
movies-4-14688.txt: positive
movies-4-14691.txt: positive
movies-4-14694.txt: positive
movies-4-14699.txt: positive
movies-4-14706.txt: positive
movies-4-14709.txt: positive
movies-4-1471.txt: positive
movies-4-14711.txt: negative
movies-4-14714.txt: positive
movies-4-14716.txt: positive
movies-4-14719.txt: positive
movies-4-14720.txt: positive
movies-4-14722.txt: positive
movies-4-14730.txt: positive
movies-4-14731.txt: positive
movies-4-14733.txt: positive
movies-4-14734.txt: positive
movies-4-14743.txt: positive
movies-4-14745.txt: positive
movies-4-14746.txt: positive
movies-4-14749.txt: positive
movies-4-1475.txt: positive
movies-4-14750.txt: positive
movies-4-14753.txt: positive
movies-4-14754.txt: positive
movies-4-14757.txt: negative
movies-4-14760.txt: positive
movies-4-14766.txt: positive
movies-4-14767.txt: positive
movies-4-14774.txt: negative
movies-4-14775.txt: negative
movies-4-14778.txt: positive
movies-4-14779.txt: positive
movies-4-14785.txt: positive
movies-4-14786.txt: positive
movies-4-14788.txt: positive
movies-4-1479.txt: positive
movies-4-14790.txt: positive
movies-4-14793.txt: positive
movies-4-14797.txt: positive
movies-4-14800.txt: positive
movies-4-14821.txt: positive
movies-4-14823.txt: positive
movies-4-14825.txt: positive
movies-4-14826.txt: positive
movies-4-14829.txt: positive
movies-4-14830.txt: positive
movies-4-14840.txt: positive
movies-4-14845.txt: positive
movies-4-14847.txt: positive
movies-4-14849.txt: positive
movies-4-1485.txt: positive
movies-4-14850.txt: positive
movies-4-14859.txt: positive
movies-4-14860.txt: positive
movies-4-14861.txt: positive
movies-4-14869.txt: positive
movies-4-14870.txt: positive
movies-4-14871.txt: positive
movies-4-14876.txt: negative
movies-4-14878.txt: negative
movies-4-14881.txt: negative
movies-4-14882.txt: positive
movies-4-14883.txt: positive
movies-4-149.txt: positive
movies-4-14903.txt: negative
movies-4-14907.txt: positive
movies-4-14908.txt: neutral
movies-4-1491.txt: positive
movies-4-14918.txt: positive
movies-4-14920.txt: positive
movies-4-1493.txt: positive
movies-4-14931.txt: positive
movies-4-14936.txt: positive
movies-4-14938.txt: negative
movies-4-14939.txt: negative
movies-4-14940.txt: positive
movies-4-14947.txt: positive
movies-4-1495.txt: positive
movies-4-14956.txt: negative
movies-4-14959.txt: neutral
movies-4-1496.txt: positive
movies-4-14967.txt: negative
movies-4-14975.txt: positive
movies-4-14976.txt: positive
movies-4-14979.txt: positive
movies-4-14985.txt: positive
movies-4-14986.txt: positive
movies-4-14996.txt: positive
movies-4-14998.txt: positive
movies-4-150.txt: positive
movies-4-15000.txt: positive
movies-4-15001.txt: positive
movies-4-15003.txt: positive
movies-4-15005.txt: positive
movies-4-15006.txt: positive
movies-4-15007.txt: positive
movies-4-15009.txt: positive
movies-4-15010.txt: negative
movies-4-15011.txt: positive
movies-4-15012.txt: positive
movies-4-15014.txt: positive
movies-4-15023.txt: negative
movies-4-15030.txt: negative
movies-4-15038.txt: positive
movies-4-15039.txt: positive
movies-4-15044.txt: positive
movies-4-15045.txt: positive
movies-4-15053.txt: negative
movies-4-15056.txt: positive
movies-4-15058.txt: negative
movies-4-15063.txt: positive
movies-4-15091.txt: negative
movies-4-15096.txt: positive
movies-4-15100.txt: negative
movies-4-15103.txt: positive
movies-4-15113.txt: positive
movies-4-15122.txt: positive
movies-4-15144.txt: positive
movies-4-15148.txt: positive
movies-4-15156.txt: positive
movies-4-1516.txt: positive
movies-4-15171.txt: positive
movies-4-15172.txt: positive
movies-4-15174.txt: positive
movies-4-15179.txt: positive
movies-4-15181.txt: positive
movies-4-15185.txt: positive
movies-4-15187.txt: negative
movies-4-15188.txt: positive
movies-4-1519.txt: neutral
movies-4-15195.txt: positive
movies-4-15200.txt: positive
movies-4-15209.txt: positive
movies-4-1521.txt: positive
movies-4-15217.txt: negative
movies-4-1522.txt: positive
movies-4-15230.txt: positive
movies-4-15232.txt: positive
movies-4-15235.txt: positive
movies-4-15239.txt: positive
movies-4-15240.txt: positive
movies-4-15243.txt: positive
movies-4-15257.txt: positive
movies-4-15263.txt: positive
